jee_main_score,jee_advanced_score,class_12_percent,daily_study_hours,family_income,peer_pressure_level,admission_taken,dropout
42.94,84.52,80.13,6.5,Low,Low,Yes,0
70.8,63.26,80.89,7.1,Mid,Medium,Yes,0
69.9,54.25,78.97,1.4,Low,Medium,No,1
67.43,81.29,80.8,3.1,Mid,Low,No,0
57.4,84.94,75.46,5.7,Low,Medium,No,1
55.59,47.37,64.52,4.8,Mid,Medium,No,0
78.5,46.74,56.48,5.1,Mid,Low,Yes,0
64.29,69.6,69.53,3.8,Low,High,No,1
76.43,76.07,73.65,7.6,Low,Low,No,1
59.61,61.21,87.54,9.7,High,Low,Yes,0
74.53,76.87,73.99,4.7,Mid,Low,No,0
90.25,54.64,73.03,5.4,Mid,High,No,0
80.21,32.16,78.86,4.6,Mid,Low,Yes,0
66.23,59.22,72.3,7.1,Mid,High,No,0
75.6,67.01,83.11,6.2,Mid,Medium,No,0
68.63,61.59,94.79,2.4,High,Low,Yes,0
72.11,47.46,96.91,3.3,High,Medium,No,0
67.44,36.95,75.97,2.5,High,Medium,No,0
69.7,57.77,78.37,9.9,Mid,High,Yes,0
74.97,80.36,90.79,5.8,Low,Medium,Yes,0
58.09,86.1,73.5,3.3,Low,Medium,Yes,0
57.78,85.0,81.79,3.1,Mid,Low,No,0
52.56,52.95,63.65,6.1,High,Medium,Yes,0
49.6,47.54,71.89,6.3,Low,Low,No,1
54.96,73.95,86.56,6.1,Low,Medium,No,1
74.23,76.16,67.82,3.6,High,High,Yes,0
59.5,72.4,73.72,5.1,Mid,Medium,Yes,0
79.19,33.77,59.26,4.7,Mid,High,Yes,0
72.49,52.13,95.06,2.6,Mid,Low,Yes,0
44.44,65.52,87.63,2.6,Mid,Low,No,0
81.17,73.8,76.88,5.3,Mid,Medium,No,0
83.35,78.28,80.08,4.9,Low,Medium,No,1
58.09,68.31,78.96,5.6,High,Low,Yes,0
77.88,71.29,88.84,6.1,Low,Low,Yes,0
60.01,67.36,69.81,7.5,Low,Low,No,1
73.37,76.97,82.32,2.9,Low,High,Yes,0
54.3,71.01,85.77,5.8,High,Medium,No,0
46.9,67.05,87.15,6.0,Low,Low,Yes,0
66.64,61.71,52.41,3.9,Low,Low,Yes,0
70.27,67.3,69.01,4.7,Mid,Medium,Yes,0
66.43,73.75,64.81,3.9,High,Medium,Yes,0
55.42,70.28,76.5,8.7,Mid,High,No,0
66.4,72.09,54.84,4.7,Mid,Low,Yes,0
75.77,87.48,54.54,5.4,Low,Medium,No,1
71.37,70.24,96.7,4.0,Mid,High,Yes,0
74.56,55.62,81.18,3.5,Low,Low,Yes,0
62.62,80.14,76.21,1.9,Mid,High,No,1
88.4,44.14,78.64,6.7,High,Medium,Yes,0
55.53,48.7,76.46,6.0,High,High,No,0
78.83,71.37,84.97,3.9,Mid,Low,Yes,0
88.55,74.26,68.68,2.7,Low,Medium,Yes,0
78.73,46.08,76.87,4.9,Low,Low,No,1
69.16,59.87,77.27,3.5,Low,High,Yes,0
64.6,56.3,64.53,4.1,Mid,High,No,0
86.51,58.21,87.77,2.0,Low,High,Yes,0
52.08,81.1,70.54,4.9,Mid,Medium,Yes,0
58.42,77.3,85.17,5.0,High,High,No,0
66.43,65.69,76.15,6.7,Low,Medium,No,1
89.33,57.26,91.34,4.2,Mid,High,Yes,0
77.32,44.41,64.59,3.8,Low,High,No,1
58.45,88.72,64.15,1.4,Mid,Medium,Yes,0
67.66,75.47,65.94,6.7,Low,Medium,No,1
63.4,54.69,76.33,6.3,High,Medium,No,0
62.06,77.51,90.41,4.6,Mid,Low,Yes,0
85.7,64.88,90.93,1.8,Mid,High,No,1
52.8,61.41,51.9,2.1,High,Low,Yes,0
94.52,72.96,77.5,3.4,High,High,No,0
83.6,54.14,50.0,6.4,Low,High,Yes,0
87.27,60.5,82.95,5.1,Mid,High,Yes,0
65.52,67.94,86.18,1.5,Mid,High,Yes,1
69.9,58.01,74.6,5.3,Low,Low,No,1
51.94,76.71,75.84,2.8,Low,High,Yes,0
64.65,95.91,75.74,3.5,Mid,Low,Yes,0
78.91,53.93,67.16,6.4,High,Medium,Yes,0
90.14,39.36,79.32,6.0,Low,Low,Yes,0
56.5,33.97,72.69,6.7,Mid,High,Yes,0
66.88,63.59,84.3,4.5,Low,Low,Yes,0
69.88,55.39,73.86,6.3,High,Low,Yes,0
52.46,69.33,66.39,3.3,Mid,Medium,No,0
80.28,68.12,59.64,4.0,Mid,Medium,Yes,0
61.86,40.35,56.36,3.8,Mid,Medium,Yes,0
69.26,36.96,88.13,4.5,High,High,Yes,0
65.67,70.73,70.42,1.9,Low,Low,No,1
60.95,68.17,78.39,4.0,High,Low,Yes,0
71.9,59.19,92.83,7.4,High,Medium,No,0
68.98,39.49,69.37,2.3,High,High,Yes,0
66.79,73.54,68.73,1.8,Mid,High,Yes,1
61.8,86.35,73.68,2.0,High,High,Yes,0
76.47,70.45,75.29,9.8,Mid,Medium,Yes,0
95.15,52.44,93.88,5.4,Mid,High,No,0
73.96,66.71,90.66,4.0,Low,High,Yes,0
85.95,44.14,81.21,4.6,Low,High,No,1
52.54,82.93,89.49,5.0,High,Medium,No,0
74.21,67.31,73.22,3.2,Mid,Medium,No,0
56.64,37.71,77.99,3.5,Mid,Low,No,0
51.32,61.19,71.98,4.2,Low,Low,No,1
61.65,73.41,62.1,3.1,Mid,Low,Yes,0
88.69,60.67,87.04,3.7,High,Medium,No,0
85.3,61.59,80.32,5.2,Mid,Low,Yes,0
75.4,46.41,75.18,2.5,High,High,No,0
50.54,75.06,74.98,9.7,Low,Medium,No,1
69.25,55.62,59.94,6.0,Low,Medium,No,1
76.22,31.5,65.23,2.0,Mid,Low,No,0
74.46,60.06,78.36,0.0,Mid,High,Yes,1
46.19,81.7,69.71,3.1,Low,High,Yes,0
59.54,59.81,72.82,5.9,High,Medium,Yes,0
71.1,93.81,73.95,5.5,High,Medium,Yes,0
79.51,72.86,68.18,4.3,High,Low,No,0
41.25,71.42,65.32,3.3,Low,High,Yes,0
69.73,63.95,58.88,2.7,Low,Medium,Yes,0
74.0,64.91,73.53,3.7,Low,High,Yes,0
83.89,61.79,81.19,2.5,Mid,Medium,No,0
81.7,61.16,58.56,3.7,Low,Low,Yes,0
80.16,74.49,74.76,7.2,High,Medium,No,0
60.8,51.03,77.81,3.0,High,Medium,Yes,0
45.29,48.79,65.1,5.7,Low,Medium,Yes,0
66.5,48.03,89.22,6.0,Low,Low,Yes,0
86.02,98.73,71.14,2.3,High,Low,Yes,0
91.51,74.49,73.99,2.8,Low,Low,No,1
81.95,70.87,73.39,6.6,Mid,Medium,No,0
78.01,49.08,57.29,2.6,Low,Medium,No,1
77.31,75.97,85.09,4.4,High,High,Yes,0
64.21,64.13,65.44,8.6,High,Low,Yes,0
70.18,69.43,72.63,6.5,Low,Low,No,1
95.37,50.37,80.98,4.7,High,Medium,Yes,0
58.8,68.56,89.61,6.2,Low,Low,No,1
94.61,59.22,64.2,4.4,High,High,Yes,0
67.49,53.75,70.54,6.5,High,Low,No,0
90.56,77.75,88.82,0.4,High,Low,No,0
52.3,41.4,79.64,4.2,Low,Low,No,1
80.2,75.04,81.71,0.3,Low,High,Yes,1
61.69,76.95,64.49,4.8,Low,High,Yes,0
52.19,51.93,71.21,4.0,Mid,Low,Yes,0
75.06,52.87,73.32,7.2,Mid,High,Yes,0
86.13,62.43,66.42,5.9,Mid,Medium,No,0
60.17,70.51,58.25,3.4,High,Low,Yes,0
51.01,63.55,69.9,3.7,High,High,No,0
70.71,72.94,88.54,5.3,Low,High,Yes,0
70.78,94.21,75.59,3.4,High,High,No,0
79.68,57.88,88.74,4.4,Mid,Medium,No,0
85.29,38.56,76.79,7.1,Mid,High,Yes,0
71.17,79.21,67.35,2.8,Low,Medium,Yes,0
97.98,92.93,87.78,3.6,High,Medium,No,0
75.14,72.28,77.12,3.9,High,High,No,0
67.15,48.6,84.62,10.0,Mid,Medium,Yes,0
49.44,64.02,64.32,5.7,Low,High,No,1
68.32,48.1,85.39,6.8,Mid,High,No,0
67.29,76.29,85.69,6.0,High,High,No,0
85.44,44.38,77.9,6.2,Mid,Low,Yes,0
78.47,61.2,66.93,5.4,Mid,Medium,Yes,0
55.49,49.93,74.54,5.2,High,Medium,Yes,0
74.41,68.03,81.11,1.6,High,High,No,1
81.4,60.14,77.35,5.2,High,Medium,No,0
93.39,68.83,81.01,4.3,Mid,High,Yes,0
84.43,66.36,85.12,5.6,Mid,Medium,Yes,0
82.65,50.21,68.52,4.4,Mid,Medium,Yes,0
72.84,76.03,63.45,6.0,Low,High,No,1
77.44,65.22,74.62,6.4,Low,High,Yes,0
89.49,50.18,71.7,0.0,High,High,Yes,1
53.34,100.0,82.86,3.6,Low,Medium,No,1
67.11,73.62,64.26,0.8,High,Low,No,0
61.18,63.55,85.2,5.0,Mid,Low,No,0
77.31,88.64,88.54,3.9,High,Medium,Yes,0
89.22,95.47,75.0,7.2,Mid,Medium,No,0
63.64,63.67,75.61,4.9,High,High,Yes,0
38.54,71.56,67.32,3.5,Low,High,No,1
66.23,50.19,69.57,6.4,Mid,High,No,0
84.79,63.64,70.92,3.9,Mid,Medium,Yes,0
79.53,62.81,89.43,3.5,Mid,High,Yes,0
77.99,68.96,74.28,5.3,Low,High,Yes,0
68.08,71.32,61.78,7.7,Low,Medium,No,1
54.09,74.96,77.55,6.2,Low,Low,No,1
79.21,69.8,83.26,5.6,Mid,High,No,0
60.32,46.63,74.75,10.0,High,Low,Yes,0
100.0,50.98,89.69,3.0,High,High,Yes,0
79.99,57.26,82.78,3.0,Low,High,No,1
63.87,61.48,64.51,4.8,High,High,No,0
63.44,82.81,69.49,7.5,Mid,Medium,No,0
70.7,47.39,77.26,2.6,Mid,Medium,No,0
68.65,60.28,58.34,8.0,Low,High,Yes,0
87.64,81.25,78.36,1.6,Low,High,Yes,1
74.61,61.2,57.38,4.3,High,Medium,No,0
61.76,73.37,85.23,4.8,High,Medium,Yes,0
98.47,63.77,84.07,2.7,High,Low,Yes,0
72.69,70.11,80.05,3.3,Low,Medium,No,1
82.76,62.34,68.24,6.1,Low,High,No,1
63.48,76.67,76.7,7.4,Low,Medium,No,1
77.08,41.28,69.87,0.3,Mid,Low,Yes,0
76.36,60.19,64.69,4.9,High,Low,Yes,0
45.54,70.75,71.61,4.3,Low,High,Yes,0
100.0,74.54,81.98,4.7,Low,Medium,Yes,0
90.07,89.89,75.44,3.9,Low,Low,No,1
66.44,59.74,89.51,1.9,High,Low,No,0
56.57,89.67,82.66,7.6,High,Low,No,0
76.87,55.46,81.59,6.8,Mid,High,No,0
73.21,87.26,58.91,4.3,Mid,Low,No,0
76.98,79.08,72.15,3.5,Mid,Medium,No,0
74.68,51.38,64.36,3.3,Mid,High,No,0
79.09,70.91,73.17,0.0,Low,Medium,Yes,0
92.26,65.18,68.07,5.2,Mid,Medium,No,0
79.95,76.01,71.22,6.1,Low,Low,Yes,0
57.3,62.43,85.61,4.8,Low,High,Yes,0
91.08,61.08,79.75,4.3,High,High,No,0
94.97,87.91,85.07,4.8,Low,Medium,Yes,0
100.0,64.42,58.99,2.8,High,High,Yes,0
56.27,79.22,75.58,3.5,Mid,High,Yes,0
75.4,62.39,84.67,4.2,Mid,High,Yes,0
42.85,92.67,90.06,5.9,High,High,No,0
79.74,55.15,59.52,7.3,High,Low,Yes,0
64.33,56.17,71.49,4.0,Mid,Medium,No,0
98.93,90.39,85.34,2.4,Low,Medium,Yes,0
61.16,58.88,73.08,4.6,Low,High,Yes,0
48.35,91.62,65.9,8.5,High,High,No,0
65.4,80.27,59.5,2.6,Low,Medium,No,1
44.34,63.53,65.51,6.3,Low,Medium,Yes,0
82.52,36.99,58.11,7.2,Mid,Low,No,0
43.09,65.69,75.58,3.8,High,High,No,0
72.4,67.63,83.96,3.1,Mid,Medium,No,0
42.91,84.68,62.39,5.6,Low,Low,No,1
67.52,91.42,77.58,5.2,Low,Low,No,1
95.01,55.04,83.45,5.9,Mid,High,Yes,0
77.05,78.82,74.97,8.6,Low,Low,No,1
59.91,78.25,58.89,4.8,Low,Low,Yes,0
71.56,83.17,78.86,2.1,Mid,Low,Yes,0
72.25,73.98,74.45,4.6,Low,Low,Yes,0
78.62,34.92,73.43,5.0,Mid,Low,No,0
52.86,63.51,69.53,7.0,High,High,Yes,0
80.3,47.51,75.87,4.1,Low,High,No,1
34.14,62.76,80.1,3.7,Low,High,No,1
63.18,81.68,98.91,1.8,Mid,High,No,1
65.16,70.88,76.12,5.6,High,Medium,Yes,0
80.87,84.37,90.11,10.0,Low,High,No,1
72.32,71.47,78.58,4.1,Low,High,Yes,0
52.32,45.23,74.0,5.4,High,High,No,0
58.21,25.67,76.49,3.4,Low,Low,Yes,0
74.78,68.38,62.78,1.9,Mid,Low,Yes,0
70.89,62.58,78.06,5.4,High,Low,No,0
63.89,50.37,55.08,4.6,High,High,No,0
65.27,38.79,66.37,0.0,Low,Medium,No,1
81.75,54.24,76.1,7.7,High,Medium,Yes,0
64.75,62.89,86.94,5.3,High,High,No,0
70.77,76.65,89.31,4.6,High,Medium,Yes,0
100.0,69.02,72.63,3.7,Low,Medium,Yes,0
52.07,91.73,76.56,5.3,High,High,Yes,0
46.07,49.43,84.84,5.4,Low,Low,No,1
82.97,80.1,61.71,5.3,High,Medium,No,0
62.5,66.76,79.05,6.6,Mid,Low,No,0
67.54,77.11,66.72,7.1,High,High,No,0
61.06,59.02,73.28,8.5,High,Low,Yes,0
68.36,83.15,70.41,2.8,High,Medium,Yes,0
94.38,70.72,79.35,3.4,Mid,Low,No,0
83.23,55.13,80.5,5.2,High,Low,No,0
84.07,65.81,83.91,2.9,Mid,Low,Yes,0
52.17,62.17,78.48,3.3,Mid,High,No,0
55.88,73.83,76.72,5.5,Mid,High,Yes,0
32.25,47.12,93.54,6.3,Low,High,Yes,0
60.67,65.53,59.76,7.1,Low,High,No,1
85.39,72.32,91.96,4.1,Mid,Low,Yes,0
79.24,66.53,72.1,5.4,Low,Medium,Yes,0
68.9,87.55,80.71,5.0,Mid,Low,Yes,0
71.69,78.38,71.74,4.5,Low,Low,No,1
62.36,65.88,67.97,2.9,Low,Low,Yes,0
74.87,69.47,79.85,2.6,High,Medium,No,0
82.72,70.73,85.42,5.8,Low,Medium,Yes,0
49.38,72.45,79.73,2.8,Low,Medium,No,1
76.2,36.79,69.58,0.9,High,Low,Yes,0
85.05,61.18,100.0,4.4,Mid,High,Yes,0
66.19,42.25,86.99,7.4,High,High,Yes,0
81.81,86.45,84.33,0.0,Low,Low,Yes,0
100.0,65.03,71.47,3.9,Low,High,No,1
70.54,62.91,68.75,5.9,Mid,High,Yes,0
77.51,80.35,72.2,0.9,Low,Low,Yes,0
61.67,72.76,85.81,4.1,High,Low,No,0
74.54,47.94,65.09,2.2,Mid,High,Yes,0
78.44,64.87,64.32,2.5,High,Low,Yes,0
74.73,60.64,80.4,3.7,Low,High,No,1
57.72,38.09,78.19,2.3,Mid,Medium,Yes,0
74.89,54.96,67.3,2.1,Low,Medium,No,1
92.47,63.06,64.09,4.4,Low,Low,Yes,0
78.28,64.16,89.38,9.0,High,High,No,0
85.47,42.28,78.57,6.0,Low,Medium,Yes,0
68.68,84.43,61.36,6.5,High,Low,No,0
82.5,64.37,62.06,6.1,Low,Medium,No,1
75.91,66.6,71.38,3.1,High,Medium,No,0
58.69,72.41,82.33,5.1,High,Low,Yes,0
76.46,53.39,80.95,6.7,Mid,Medium,Yes,0
58.12,73.3,86.32,6.2,Mid,Low,No,0
63.14,60.13,60.1,4.9,Low,Low,Yes,0
74.65,51.65,77.24,5.5,Low,Medium,No,1
76.16,75.18,89.26,9.4,Mid,Medium,No,0
55.35,89.87,88.33,6.2,High,High,Yes,0
86.76,77.6,78.59,3.9,High,Medium,No,0
80.01,80.77,98.48,4.4,Mid,High,Yes,0
62.13,57.67,81.09,2.4,Mid,Low,No,0
50.47,40.44,85.43,9.2,Low,Medium,Yes,0
69.97,89.84,75.44,7.7,High,Medium,No,0
65.76,98.87,67.19,4.7,Mid,Low,No,0
73.58,90.68,66.25,8.9,High,Medium,Yes,0
66.92,60.63,76.82,5.8,High,High,Yes,0
43.9,47.53,72.88,3.6,Mid,Medium,Yes,0
66.56,48.95,57.31,6.3,High,High,No,0
67.72,39.06,64.74,5.3,Low,Medium,No,1
80.87,64.28,71.82,6.2,Mid,Medium,Yes,0
62.23,91.69,82.27,1.8,High,Low,Yes,0
95.5,63.73,74.84,2.9,Mid,High,Yes,0
45.24,70.84,74.28,7.5,Mid,Low,Yes,0
90.36,88.01,65.13,7.9,High,Low,Yes,0
68.86,59.53,75.23,7.3,Low,Low,Yes,0
84.03,98.57,88.19,8.9,Mid,High,Yes,0
73.12,97.87,76.56,5.7,High,Low,Yes,0
87.95,63.9,59.93,5.5,Mid,High,Yes,0
66.58,56.76,62.48,2.7,Mid,High,Yes,0
56.62,77.16,80.89,3.3,High,Medium,No,0
91.89,60.44,72.76,0.5,Low,High,Yes,1
70.41,47.5,74.25,3.9,High,High,No,0
75.1,86.5,68.87,0.4,Mid,Medium,No,0
89.29,85.46,80.03,6.7,Low,Low,No,1
57.55,68.49,71.99,5.3,Low,Medium,No,1
80.34,45.79,73.13,0.4,Low,Medium,No,1
63.74,46.33,66.49,4.1,Low,Medium,No,1
70.15,67.72,84.22,8.4,Mid,High,No,0
73.01,58.0,72.79,4.2,High,Medium,Yes,0
51.0,60.54,81.08,2.5,High,High,Yes,0
61.1,82.35,63.06,0.9,Low,High,No,1
90.92,77.73,92.34,1.0,Low,High,No,1
84.41,88.05,87.77,5.6,High,High,No,0
71.12,50.15,55.9,3.6,Low,Low,No,1
75.4,60.51,66.98,3.8,High,High,No,0
67.88,78.14,79.78,3.6,High,High,Yes,0
90.99,73.17,61.8,4.2,Low,Medium,No,1
69.2,90.52,73.68,2.0,High,Medium,No,0
75.25,72.73,79.27,5.1,High,High,Yes,0
88.04,95.57,73.15,1.7,High,Low,No,0
61.12,74.64,80.39,3.0,Low,Low,No,1
93.82,82.99,68.07,6.5,Mid,Medium,No,0
50.57,60.82,52.56,5.3,Mid,Low,Yes,0
94.81,66.23,84.82,5.9,Mid,Medium,No,0
66.78,80.58,84.76,8.8,Mid,Low,Yes,0
68.6,91.81,100.0,4.4,Mid,Low,Yes,0
45.54,77.67,52.93,4.5,Low,Low,Yes,0
65.63,64.67,82.51,4.0,Low,Medium,No,1
57.44,88.04,55.31,3.6,Mid,Medium,No,0
63.49,30.93,92.56,2.5,Mid,High,No,0
70.08,43.24,79.88,4.7,High,High,No,0
85.41,76.91,65.48,5.2,High,Low,Yes,0
74.91,66.23,82.8,5.3,High,Low,Yes,0
76.31,75.69,69.47,4.6,Mid,Low,No,0
56.66,67.03,78.0,6.4,Mid,Medium,No,0
59.67,75.14,77.06,4.6,Low,Low,No,1
97.18,52.97,92.44,3.7,High,High,Yes,0
61.71,75.13,93.15,2.6,High,Low,No,0
95.19,81.91,69.03,1.4,Low,High,Yes,1
68.6,85.53,85.58,7.4,Low,Low,No,1
72.03,98.22,78.55,3.1,Low,Low,No,1
86.99,69.91,60.87,2.6,High,Low,Yes,0
89.81,70.38,68.04,3.7,Low,High,Yes,0
70.45,41.63,98.36,3.9,Mid,High,Yes,0
66.56,57.5,78.58,7.8,Mid,Medium,Yes,0
71.22,62.91,85.0,3.8,Mid,High,Yes,0
76.73,82.81,72.88,9.8,Low,Low,No,1
84.48,56.22,69.6,4.6,High,High,No,0
72.06,78.74,75.27,8.6,High,Low,Yes,0
80.66,65.97,72.34,6.3,Low,Low,No,1
94.94,63.17,60.07,5.2,Low,High,Yes,0
77.34,69.98,64.97,7.7,High,Medium,Yes,0
76.36,59.74,82.08,6.7,Mid,High,No,0
50.74,59.14,71.19,5.8,Mid,High,No,0
35.17,38.72,75.26,9.1,High,Low,Yes,1
77.44,62.03,77.35,3.5,Low,High,Yes,0
70.67,58.32,78.13,2.5,Mid,Medium,No,0
64.79,57.74,86.47,3.1,Mid,Low,No,0
75.41,72.67,64.01,8.0,Mid,High,No,0
71.15,76.54,80.7,7.4,Low,Medium,Yes,0
87.79,69.72,82.55,3.4,Low,Low,Yes,0
73.21,81.93,84.86,0.0,Mid,Medium,Yes,0
61.54,75.21,60.87,4.1,Low,Medium,Yes,0
85.86,61.28,77.55,2.5,High,Low,Yes,0
68.96,58.59,92.16,3.5,Low,High,Yes,0
79.37,71.01,74.01,2.4,High,Medium,No,0
65.32,75.18,79.83,1.3,Mid,Low,No,0
62.9,88.37,82.8,8.3,Mid,High,No,0
73.18,85.06,64.75,3.1,High,Medium,No,0
72.18,57.34,93.34,7.3,Mid,Low,Yes,0
78.72,64.37,80.0,4.1,Mid,Medium,No,0
68.24,76.74,80.2,2.2,Mid,High,Yes,0
46.29,83.09,58.38,5.5,Low,High,Yes,0
65.94,81.02,82.95,3.7,Low,High,No,1
83.11,64.98,80.06,4.1,High,Low,No,0
67.84,45.94,91.24,4.8,High,High,Yes,0
68.55,50.02,71.89,2.9,Low,High,No,1
85.81,70.36,65.12,1.3,Mid,Low,Yes,0
62.03,71.48,68.18,4.4,Low,High,No,1
50.4,48.42,69.95,6.4,Mid,High,No,0
69.75,66.71,63.81,2.7,High,High,Yes,0
65.22,76.1,87.9,4.8,High,Low,No,0
58.47,47.58,88.28,7.5,High,High,Yes,0
69.54,83.68,73.04,4.3,Low,Medium,Yes,0
78.88,59.96,71.07,4.7,Low,Low,No,1
71.87,86.12,56.85,4.6,Mid,Medium,Yes,0
76.3,57.46,81.96,3.1,High,Low,No,0
97.39,49.57,91.53,2.5,Mid,Low,No,0
67.2,58.67,68.63,2.5,Mid,Low,No,0
75.9,64.48,73.83,5.2,Low,Medium,No,1
64.87,59.78,79.34,6.0,Low,High,Yes,0
60.15,62.54,92.24,6.1,Mid,High,Yes,0
63.81,71.34,77.0,3.7,Mid,High,No,0
65.3,63.26,76.95,6.7,Mid,High,No,0
77.03,64.94,76.79,5.1,Low,Low,Yes,0
100.0,38.65,60.75,4.6,Mid,Low,Yes,0
61.98,72.27,60.53,0.0,Low,Medium,No,1
66.17,64.57,66.92,2.9,High,High,No,0
71.12,91.76,85.13,1.5,High,Low,No,0
77.54,50.97,71.65,5.8,Mid,High,No,0
75.69,37.07,69.7,4.7,Low,High,Yes,0
89.98,75.89,69.53,2.4,High,Medium,No,0
38.03,71.54,73.62,5.1,Low,Low,No,1
38.58,49.87,92.02,1.7,Low,High,No,1
65.06,41.52,73.49,2.4,High,Medium,Yes,0
87.36,90.6,67.14,3.1,Mid,Medium,No,0
50.08,88.63,75.25,5.6,Mid,High,Yes,0
29.89,26.2,92.55,7.3,High,High,No,1
80.0,58.67,69.97,3.3,Low,Medium,No,1
75.41,92.63,63.19,7.1,Mid,Medium,Yes,0
56.74,58.38,69.99,4.6,Low,High,No,1
58.2,58.15,76.29,5.0,High,High,No,0
58.42,61.48,81.88,4.4,Mid,Medium,Yes,0
73.55,48.07,85.07,4.1,Mid,Low,Yes,0
63.23,38.72,64.54,5.4,Mid,Medium,Yes,0
78.92,82.84,65.49,6.0,High,Medium,Yes,0
32.04,36.51,71.77,2.7,High,Low,No,1
60.0,69.96,81.84,4.1,High,High,No,0
56.24,80.19,62.4,7.8,Low,Medium,Yes,0
68.41,42.78,68.93,4.9,Low,High,No,1
64.47,51.21,69.07,5.1,Low,Low,No,1
83.17,85.41,84.42,6.8,Mid,Medium,No,0
45.97,74.53,80.28,3.5,Mid,High,No,0
72.64,56.12,84.04,4.4,Mid,High,No,0
79.82,85.24,88.39,6.1,High,High,No,0
97.99,85.3,71.94,7.0,High,High,No,0
65.26,70.3,63.13,0.0,Mid,High,Yes,1
76.54,51.6,63.19,3.0,High,High,No,0
46.75,59.38,56.62,2.5,Low,Medium,Yes,0
38.51,70.58,70.41,4.3,Low,Medium,No,1
83.83,62.98,71.16,2.7,High,Low,No,0
71.92,81.02,82.88,5.8,Low,High,Yes,0
88.5,41.52,75.17,4.8,Low,Low,Yes,0
52.77,42.09,70.1,6.3,Low,Medium,Yes,0
79.28,68.89,73.84,6.4,Mid,Low,Yes,0
98.16,58.14,64.61,5.9,High,Medium,Yes,0
77.88,55.97,85.25,3.8,High,Medium,Yes,0
75.87,37.71,67.14,4.7,Mid,Low,No,0
72.12,66.31,63.6,3.6,Low,Medium,No,1
50.01,65.16,83.18,1.8,Mid,Medium,Yes,0
90.98,76.46,80.74,6.4,Low,Low,No,1
63.45,67.1,57.76,4.3,Mid,Low,Yes,0
79.06,63.88,83.55,1.5,Low,High,Yes,1
50.12,84.83,67.58,5.6,Mid,Low,Yes,0
55.49,45.0,71.26,4.1,Mid,Medium,Yes,0
92.09,74.58,76.87,0.4,Low,High,No,1
67.14,39.26,80.87,1.8,Low,Medium,Yes,0
92.35,52.59,79.45,3.1,High,Low,No,0
70.9,46.6,74.5,4.9,High,Medium,No,0
46.21,78.51,70.75,6.1,Mid,Low,No,0
84.49,64.95,79.12,6.0,Mid,Low,No,0
63.74,65.78,73.82,5.7,High,Low,Yes,0
81.78,48.29,93.05,4.4,High,High,Yes,0
72.35,61.2,80.86,7.9,Low,Low,Yes,0
50.4,53.78,65.77,5.9,High,Medium,No,0
74.3,72.14,70.22,4.9,Mid,High,Yes,0
100.0,50.14,75.48,5.6,High,High,Yes,0
78.9,87.28,87.99,3.7,High,High,Yes,0
71.19,39.19,89.11,4.4,High,Medium,Yes,0
87.05,53.1,71.04,0.3,High,Low,Yes,0
74.95,92.84,65.66,3.7,Mid,High,No,0
74.93,59.04,64.39,8.0,High,Low,No,0
56.72,44.96,77.52,4.8,High,Low,Yes,0
75.27,69.51,98.04,4.7,Mid,Medium,No,0
86.5,58.39,80.39,6.5,High,High,No,0
60.3,52.63,59.06,5.2,Mid,Medium,No,0
91.94,48.47,67.74,2.9,High,High,No,0
70.72,100.0,68.76,4.5,High,High,Yes,0
59.57,61.98,66.78,2.2,High,Low,No,0
85.97,35.19,71.12,4.9,Low,Low,No,1
67.98,89.9,78.69,2.8,High,High,No,0
82.63,75.78,81.82,6.4,Mid,High,No,0
67.92,53.74,85.92,3.5,Low,Low,Yes,0
71.16,51.07,80.24,2.9,High,High,No,0
78.91,76.78,55.46,4.3,Mid,High,Yes,0
76.07,62.05,64.43,5.2,High,High,Yes,0
44.06,35.18,73.42,2.1,Mid,Medium,No,0
56.3,94.6,76.47,3.5,High,High,Yes,0
85.01,59.06,83.61,4.7,Mid,High,Yes,0
70.15,89.93,75.43,7.2,Mid,Low,Yes,0
64.67,86.45,75.51,0.0,Low,Low,Yes,0
52.98,49.98,77.38,5.7,Low,Medium,Yes,0
56.88,82.53,72.45,3.7,Mid,Low,No,0
43.69,55.58,75.87,3.5,Mid,High,Yes,0
70.58,36.13,86.26,3.1,Low,Medium,No,1
63.62,59.21,74.16,3.8,Mid,High,No,0
58.47,72.36,74.7,5.7,High,High,No,0
71.05,58.6,74.66,3.4,High,High,No,0
77.1,61.09,87.98,7.8,Mid,Medium,No,0
100.0,84.3,63.92,5.7,Mid,Low,No,0
50.83,67.7,92.76,4.9,Low,Low,No,1
88.23,52.51,63.24,4.2,Low,Low,No,1
85.62,77.23,68.46,6.9,Mid,High,No,0
61.09,69.16,82.45,7.2,High,Medium,Yes,0
74.85,25.65,85.3,2.2,Low,Low,Yes,0
65.59,72.85,60.97,3.1,High,Medium,No,0
74.6,72.27,64.07,5.8,High,Medium,No,0
93.13,66.32,77.78,6.4,High,High,Yes,0
80.48,80.27,98.44,3.9,High,Medium,No,0
79.12,55.24,87.46,3.0,Low,Low,No,1
65.98,71.38,72.52,4.7,Mid,Low,Yes,0
51.22,40.93,50.81,7.5,Mid,Medium,No,0
69.08,72.51,75.82,4.6,Low,Medium,Yes,0
88.89,97.25,78.62,2.0,High,Medium,No,0
