jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
73.89,71.3,91.92,ICSE,65.13,2,None,2.3,Low,Upto 10th,Rural,Medium,Yes,No,1
85.92,53.05,77.02,State,73.14,1,Local,4.6,Low,PG,Urban,Low,Yes,Yes,0
81.04,49.59,77.4,CBSE,85.97,1,Local,3.3,Low,Graduate,Rural,High,Yes,Yes,0
38.8,32.96,61.04,CBSE,75.01,2,None,2.4,Mid,Graduate,Semi-Urban,Low,Yes,Yes,1
100.0,85.55,91.37,State,75.29,1,FIITJEE,7.2,High,PG,Urban,High,Yes,Yes,0
76.13,59.6,71.21,State,77.08,2,Allen,2.0,Mid,PG,Semi-Urban,High,No,Yes,0
61.13,68.51,78.24,State,62.64,2,Local,5.9,Mid,Graduate,Semi-Urban,Low,Yes,Yes,0
74.2,65.96,66.73,State,81.25,1,Local,2.7,Mid,Upto 10th,Semi-Urban,Low,No,No,0
74.47,48.92,64.78,CBSE,62.45,1,FIITJEE,2.3,Mid,12th,Semi-Urban,Medium,No,Yes,0
62.66,45.85,87.96,CBSE,65.6,2,FIITJEE,3.3,Low,Upto 10th,Rural,High,Yes,No,1
74.77,49.91,74.48,CBSE,64.51,2,FIITJEE,5.7,Low,12th,Rural,High,No,No,1
63.5,54.43,85.42,ICSE,73.25,1,Allen,1.8,Mid,Upto 10th,Rural,High,Yes,No,1
66.34,71.87,71.06,State,71.48,1,None,5.1,Mid,PG,Rural,Medium,Yes,Yes,0
62.39,53.27,57.82,CBSE,74.99,1,Local,2.6,High,PG,Urban,High,Yes,No,0
51.94,93.94,61.0,State,65.95,2,Allen,2.9,Mid,PG,Rural,High,No,No,0
74.04,82.43,69.24,State,85.05,2,FIITJEE,5.3,Low,Graduate,Semi-Urban,Medium,Yes,No,1
80.19,78.93,60.48,CBSE,83.34,2,Local,8.8,High,Graduate,Urban,Low,No,Yes,0
79.21,64.09,54.71,State,73.26,1,Local,2.7,Mid,12th,Rural,Medium,No,No,0
83.48,90.23,82.42,State,70.22,2,Allen,5.9,High,PG,Rural,Medium,Yes,No,0
76.54,62.51,61.46,State,69.21,2,FIITJEE,3.9,Mid,Graduate,Urban,Low,Yes,Yes,0
64.54,65.5,69.66,State,71.9,2,FIITJEE,3.6,High,Graduate,Rural,High,Yes,Yes,0
83.76,68.72,71.55,State,61.0,1,None,6.6,High,PG,Semi-Urban,Low,No,No,0
52.99,77.23,60.94,CBSE,65.4,2,FIITJEE,2.8,Low,Upto 10th,Semi-Urban,High,No,No,1
59.39,76.19,85.41,CBSE,83.6,1,Allen,2.2,High,PG,Semi-Urban,Medium,Yes,Yes,0
58.5,58.4,54.59,State,78.02,2,None,5.4,Mid,12th,Semi-Urban,High,No,Yes,0
87.12,57.47,71.14,State,91.34,2,None,7.7,High,PG,Rural,Medium,Yes,Yes,0
85.2,76.24,70.95,State,72.01,1,None,6.0,Mid,Upto 10th,Semi-Urban,High,Yes,No,0
78.82,77.44,67.35,ICSE,71.38,1,None,1.7,Mid,Upto 10th,Rural,Medium,No,Yes,0
87.01,59.71,52.44,State,70.92,1,None,3.3,Low,PG,Rural,High,No,No,1
59.69,40.6,78.45,ICSE,71.81,2,Allen,6.5,High,Graduate,Rural,High,No,No,0
76.88,62.68,76.92,ICSE,68.4,1,Local,7.7,Low,Upto 10th,Rural,High,Yes,Yes,0
70.25,75.98,59.89,ICSE,77.71,2,FIITJEE,5.0,Mid,12th,Urban,Low,No,No,0
83.86,94.89,76.49,CBSE,75.29,2,Local,3.3,High,Graduate,Urban,Medium,No,No,0
70.39,46.83,72.5,ICSE,69.9,1,Local,7.8,High,12th,Urban,Medium,Yes,No,0
66.61,59.17,52.63,State,87.51,1,FIITJEE,4.4,Mid,12th,Semi-Urban,Medium,No,Yes,0
79.57,59.77,57.75,State,93.97,1,FIITJEE,3.3,Low,12th,Rural,Low,No,Yes,0
84.27,87.69,81.66,CBSE,86.67,1,Local,3.0,Low,12th,Rural,Low,No,No,1
62.64,65.44,71.71,CBSE,80.58,2,FIITJEE,2.1,High,Upto 10th,Semi-Urban,Low,No,Yes,0
71.14,51.48,61.23,State,82.62,2,None,10.0,Low,Graduate,Urban,Low,No,Yes,0
57.18,74.94,57.7,CBSE,93.56,1,FIITJEE,7.3,High,PG,Rural,High,Yes,Yes,0
37.03,59.53,61.82,CBSE,82.6,1,FIITJEE,3.2,Low,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
74.81,46.41,62.67,ICSE,69.15,2,None,8.0,Mid,Graduate,Urban,High,Yes,Yes,0
80.52,51.72,57.85,ICSE,78.92,2,None,5.6,Mid,PG,Semi-Urban,Low,Yes,Yes,0
75.67,93.74,47.1,CBSE,81.26,1,None,5.4,Mid,PG,Semi-Urban,Low,Yes,Yes,0
44.71,72.15,81.68,State,65.05,2,FIITJEE,3.1,High,Upto 10th,Rural,High,No,No,0
67.09,67.72,79.65,ICSE,72.15,2,None,3.5,High,Graduate,Urban,Medium,No,Yes,0
40.94,62.0,52.72,State,86.0,2,None,4.4,Mid,12th,Urban,Low,Yes,Yes,0
91.18,70.67,69.64,CBSE,56.77,2,Allen,0.6,Mid,12th,Rural,High,No,Yes,1
56.8,70.48,57.17,State,62.5,2,Allen,3.5,Low,PG,Urban,High,No,Yes,0
89.58,70.67,64.86,State,73.24,2,FIITJEE,4.5,Mid,Upto 10th,Semi-Urban,High,No,No,0
85.24,67.84,63.86,State,78.54,2,None,7.1,Mid,Upto 10th,Semi-Urban,High,Yes,Yes,0
59.39,79.9,62.87,State,61.42,2,FIITJEE,3.3,Mid,12th,Semi-Urban,Medium,Yes,No,0
56.14,66.37,92.04,CBSE,73.73,1,Allen,6.1,High,Upto 10th,Rural,Medium,No,Yes,0
76.91,50.35,62.72,CBSE,86.54,2,Allen,0.4,High,Upto 10th,Urban,Low,Yes,Yes,0
60.18,56.2,58.3,ICSE,75.69,1,None,6.8,Mid,Graduate,Rural,Low,Yes,Yes,0
73.43,34.34,58.85,ICSE,84.39,1,FIITJEE,2.7,Low,Graduate,Rural,Medium,No,Yes,0
65.24,98.43,80.53,ICSE,69.08,1,Allen,4.8,Low,PG,Rural,Medium,Yes,No,1
47.06,79.8,48.17,ICSE,66.9,1,Local,5.3,Mid,Graduate,Rural,High,No,Yes,0
40.77,52.72,58.85,State,83.49,1,None,4.9,High,Upto 10th,Urban,High,Yes,Yes,0
75.17,61.49,85.36,ICSE,78.69,2,FIITJEE,4.3,Mid,12th,Semi-Urban,High,No,No,0
64.14,55.81,70.93,ICSE,63.14,1,Local,2.0,Low,12th,Semi-Urban,Low,No,No,1
64.26,90.68,70.3,State,66.99,2,None,2.7,High,12th,Semi-Urban,Low,Yes,No,0
81.74,43.28,93.59,CBSE,90.65,1,None,6.5,High,PG,Urban,Low,No,No,0
88.43,67.83,70.96,ICSE,65.75,2,Allen,3.3,High,12th,Urban,Low,No,No,0
68.18,64.26,59.5,CBSE,84.34,2,FIITJEE,4.3,Mid,Graduate,Urban,High,Yes,No,0
67.23,79.23,64.62,ICSE,70.22,1,Allen,1.5,Mid,Graduate,Semi-Urban,Low,No,Yes,0
79.0,64.34,54.37,CBSE,74.97,2,Local,6.2,Mid,Upto 10th,Urban,Low,Yes,Yes,0
53.0,37.87,83.07,ICSE,77.95,1,Local,1.9,Low,PG,Semi-Urban,High,Yes,Yes,1
75.12,61.98,74.89,CBSE,53.99,2,Local,6.3,High,12th,Semi-Urban,High,Yes,No,0
79.73,50.45,81.49,CBSE,60.37,2,Local,2.4,High,Upto 10th,Rural,Medium,Yes,Yes,0
81.52,67.27,82.56,ICSE,75.86,1,Local,6.5,Low,12th,Urban,High,Yes,No,1
44.89,88.95,63.03,CBSE,67.76,2,FIITJEE,4.5,Low,12th,Rural,Low,No,Yes,0
61.34,38.17,56.66,ICSE,84.97,2,FIITJEE,3.4,High,Upto 10th,Urban,High,No,Yes,0
59.7,53.2,67.38,ICSE,58.94,2,None,7.7,High,Graduate,Urban,Low,Yes,Yes,0
73.4,57.16,57.53,State,80.65,2,None,4.4,Low,Upto 10th,Rural,Medium,No,Yes,0
78.73,59.89,69.98,ICSE,61.24,2,FIITJEE,3.8,Mid,PG,Urban,Medium,Yes,Yes,0
92.95,77.84,81.59,ICSE,71.48,2,None,6.3,Mid,Upto 10th,Urban,Medium,No,No,0
65.07,63.22,65.98,ICSE,64.36,1,Allen,1.5,Mid,12th,Urban,Low,Yes,No,0
65.03,72.65,69.8,ICSE,94.02,2,FIITJEE,0.0,Low,Graduate,Semi-Urban,Low,No,Yes,0
88.1,55.99,66.87,State,61.61,1,Allen,6.8,High,Upto 10th,Semi-Urban,Medium,No,No,0
76.15,69.68,77.63,State,73.78,2,Local,2.8,Low,Graduate,Urban,Medium,No,Yes,0
89.75,78.44,59.99,State,57.73,1,Local,6.2,Mid,Graduate,Rural,Low,No,Yes,0
76.04,54.28,41.64,State,91.0,2,None,4.6,Mid,Graduate,Semi-Urban,Low,No,Yes,0
55.8,78.5,73.65,CBSE,79.01,1,FIITJEE,2.2,Mid,Graduate,Semi-Urban,Low,Yes,No,0
53.34,66.84,79.85,ICSE,76.37,2,Local,5.7,Low,12th,Urban,Low,No,Yes,0
50.28,82.73,73.36,State,89.74,1,None,3.7,Low,12th,Semi-Urban,Medium,No,No,1
81.27,62.78,60.32,ICSE,76.47,1,Allen,2.3,Mid,12th,Rural,Medium,Yes,No,0
88.64,72.1,54.38,State,77.2,1,FIITJEE,2.4,Mid,12th,Rural,High,No,Yes,0
97.89,65.35,73.93,ICSE,76.32,2,None,1.0,High,12th,Rural,High,No,No,1
83.8,64.46,69.7,CBSE,80.64,2,Local,5.3,Low,PG,Rural,Low,Yes,Yes,0
88.28,70.14,66.49,State,70.08,2,Allen,2.6,High,PG,Semi-Urban,Medium,No,Yes,0
63.88,74.59,89.87,CBSE,72.86,1,Allen,4.4,Mid,Upto 10th,Semi-Urban,Low,No,No,0
55.81,46.01,56.64,CBSE,83.1,2,None,4.1,Mid,Graduate,Rural,High,Yes,No,0
83.9,88.94,89.3,ICSE,77.77,1,FIITJEE,2.6,Mid,PG,Semi-Urban,Low,No,Yes,0
77.85,36.25,68.38,State,73.86,2,None,1.5,High,12th,Urban,High,No,No,1
73.5,55.04,45.97,CBSE,60.99,1,Local,9.6,Low,Graduate,Urban,High,Yes,Yes,0
77.42,64.49,65.85,ICSE,89.98,1,FIITJEE,4.4,Low,12th,Urban,Medium,No,Yes,0
76.52,72.6,79.51,ICSE,68.39,1,Local,8.1,High,12th,Urban,Low,Yes,No,0
89.97,91.22,63.62,ICSE,84.87,2,Allen,6.8,Low,Upto 10th,Urban,Medium,Yes,Yes,0
90.13,36.27,50.3,CBSE,76.76,1,Allen,3.9,High,Graduate,Rural,High,No,No,0
79.62,57.88,66.03,ICSE,62.07,2,Local,4.9,High,12th,Semi-Urban,High,Yes,Yes,0
83.84,31.97,57.71,ICSE,87.52,1,Local,4.8,Low,12th,Rural,Low,Yes,Yes,0
79.2,66.51,73.9,ICSE,77.55,2,Allen,8.2,Low,Upto 10th,Rural,Low,No,Yes,0
65.54,70.35,77.28,CBSE,88.35,1,None,6.2,High,Graduate,Rural,Low,Yes,Yes,0
82.59,91.45,55.32,ICSE,73.18,1,None,2.9,Low,PG,Semi-Urban,Low,Yes,No,1
52.48,67.93,59.53,CBSE,82.04,1,None,5.2,Low,Graduate,Urban,High,No,Yes,0
86.75,82.7,77.08,ICSE,57.37,2,Local,6.1,High,12th,Rural,High,No,Yes,0
55.28,75.34,57.69,CBSE,70.0,1,Local,2.1,Mid,PG,Semi-Urban,High,No,No,0
76.0,59.04,55.01,CBSE,62.27,1,Allen,5.5,High,Upto 10th,Rural,Medium,Yes,Yes,0
60.17,43.46,53.86,State,71.25,2,FIITJEE,7.2,Low,Upto 10th,Semi-Urban,Medium,No,No,1
79.75,70.4,72.22,State,79.72,2,None,2.8,Mid,12th,Rural,Medium,No,Yes,0
71.53,42.13,71.71,State,68.95,1,None,3.1,Low,Graduate,Urban,Low,No,No,1
49.67,86.72,59.79,CBSE,83.64,2,None,6.8,High,12th,Semi-Urban,High,Yes,Yes,0
77.89,63.41,68.06,ICSE,66.43,2,Allen,3.8,High,Graduate,Rural,Medium,No,No,0
63.91,85.12,86.33,ICSE,83.85,1,FIITJEE,2.5,High,Upto 10th,Urban,Low,Yes,Yes,0
84.34,58.32,56.31,CBSE,88.1,2,FIITJEE,6.3,Mid,12th,Urban,Low,Yes,No,0
72.02,70.3,44.58,ICSE,85.14,1,FIITJEE,5.7,Low,12th,Semi-Urban,Low,Yes,No,1
77.54,69.35,73.46,CBSE,71.56,1,None,4.7,Mid,PG,Urban,High,Yes,Yes,0
58.59,65.28,66.68,ICSE,53.75,1,Local,6.7,High,12th,Semi-Urban,Low,No,No,0
63.75,59.08,59.48,CBSE,80.82,2,None,6.9,Low,Graduate,Semi-Urban,Medium,Yes,Yes,0
65.58,72.28,75.82,State,73.75,2,FIITJEE,4.3,High,PG,Urban,Low,No,Yes,0
83.99,51.18,78.07,State,65.22,1,Allen,8.4,Low,Graduate,Urban,High,No,No,1
95.48,46.65,41.5,ICSE,69.44,1,FIITJEE,7.7,Mid,PG,Semi-Urban,High,No,Yes,0
60.73,85.89,60.17,ICSE,89.34,2,None,0.5,Mid,Upto 10th,Urban,Low,Yes,Yes,0
87.08,77.63,95.81,ICSE,63.63,2,Local,2.4,Mid,Graduate,Semi-Urban,High,No,No,0
41.62,67.05,75.0,ICSE,79.68,1,FIITJEE,0.0,Mid,Graduate,Urban,High,No,Yes,1
55.28,92.64,76.11,State,77.18,1,Local,3.9,Low,12th,Semi-Urban,Medium,No,No,1
58.58,61.72,82.07,State,71.43,1,FIITJEE,2.1,Low,Upto 10th,Urban,Medium,No,No,1
53.06,87.16,68.2,CBSE,81.45,2,Local,2.9,Mid,PG,Urban,Low,Yes,No,0
49.83,68.81,77.56,ICSE,91.32,1,Local,6.7,Mid,PG,Rural,High,No,No,0
77.78,49.6,76.62,State,72.04,2,FIITJEE,1.0,Low,Upto 10th,Rural,High,Yes,Yes,1
69.0,95.57,74.47,CBSE,72.57,1,Allen,4.8,High,12th,Semi-Urban,High,Yes,Yes,0
77.31,81.85,64.14,CBSE,81.22,2,None,4.7,Mid,Graduate,Rural,Medium,No,No,0
81.67,64.06,70.06,CBSE,84.18,2,None,4.3,Low,Graduate,Rural,High,Yes,No,1
75.72,77.63,60.94,State,73.72,1,FIITJEE,4.8,Mid,12th,Semi-Urban,Medium,No,No,0
81.21,59.54,68.15,CBSE,71.95,2,Local,0.0,Low,PG,Urban,High,No,No,1
71.03,79.27,53.98,ICSE,52.82,2,None,2.9,Mid,12th,Urban,Medium,Yes,No,0
55.38,27.74,58.51,CBSE,67.22,1,Local,7.6,Mid,Graduate,Semi-Urban,Low,No,Yes,0
86.81,49.68,64.61,CBSE,63.61,2,Allen,2.1,High,Upto 10th,Rural,Low,No,Yes,0
63.75,81.67,56.68,State,81.85,2,FIITJEE,7.8,High,PG,Urban,High,No,No,0
58.9,62.01,61.94,CBSE,72.56,1,Allen,1.7,High,12th,Rural,High,Yes,No,1
69.51,69.32,66.03,State,72.17,2,Local,1.4,High,Graduate,Semi-Urban,Medium,No,Yes,0
59.22,44.45,72.83,State,74.91,2,Local,2.6,Mid,PG,Rural,Medium,No,No,0
66.16,95.57,79.39,ICSE,66.3,1,FIITJEE,6.8,Mid,12th,Semi-Urban,Medium,Yes,No,0
76.82,85.05,62.43,CBSE,90.53,1,Local,3.4,High,Upto 10th,Semi-Urban,High,Yes,No,0
76.88,62.79,84.02,ICSE,87.98,1,FIITJEE,5.2,High,PG,Urban,Medium,No,No,0
59.43,59.52,79.26,ICSE,91.18,2,FIITJEE,4.6,Mid,Upto 10th,Semi-Urban,High,No,Yes,0
65.17,82.47,74.05,CBSE,81.83,1,Allen,4.4,Low,Graduate,Urban,Medium,No,Yes,0
87.04,97.72,69.84,CBSE,74.71,1,None,7.0,High,PG,Semi-Urban,High,No,Yes,0
78.95,81.26,71.83,State,91.15,1,None,6.0,Low,Upto 10th,Urban,Medium,No,No,1
100.0,100.0,82.24,CBSE,68.19,1,Local,2.2,Mid,12th,Rural,Medium,No,No,0
88.52,51.24,82.68,State,66.29,1,None,3.9,Low,Upto 10th,Semi-Urban,Medium,Yes,No,1
88.02,52.89,84.02,ICSE,68.98,1,Local,8.0,High,Graduate,Rural,High,Yes,No,0
52.57,46.98,68.5,ICSE,80.23,1,None,5.1,High,12th,Semi-Urban,Low,No,Yes,0
82.69,73.07,74.66,State,67.38,2,Allen,1.5,High,Upto 10th,Semi-Urban,Low,Yes,No,0
71.26,68.81,84.12,CBSE,73.45,2,None,1.6,High,PG,Semi-Urban,High,Yes,Yes,1
64.29,63.57,60.52,CBSE,58.98,1,Local,6.3,High,Upto 10th,Urban,High,Yes,No,0
74.35,78.95,64.18,State,79.81,1,Local,5.9,Mid,PG,Urban,Low,No,Yes,0
85.23,85.72,68.19,ICSE,59.83,2,None,2.7,Low,PG,Rural,Low,Yes,No,1
79.01,41.59,78.8,State,65.68,1,FIITJEE,6.0,Mid,Upto 10th,Rural,Medium,Yes,Yes,0
59.7,56.45,78.98,CBSE,87.17,2,Allen,7.7,Mid,Graduate,Semi-Urban,Medium,Yes,Yes,0
82.39,79.12,65.23,CBSE,86.8,1,FIITJEE,7.4,Mid,PG,Rural,High,No,No,0
63.07,58.52,49.9,State,78.74,2,None,7.7,Low,Graduate,Semi-Urban,Low,Yes,No,1
75.03,53.23,70.95,CBSE,77.76,1,FIITJEE,5.6,Low,PG,Semi-Urban,Low,No,No,1
67.75,82.3,56.98,ICSE,69.69,2,None,4.1,Mid,PG,Semi-Urban,High,No,Yes,0
68.94,45.37,50.12,State,67.27,2,Local,3.7,Low,Upto 10th,Urban,Low,Yes,No,1
82.73,61.17,52.83,ICSE,71.38,1,FIITJEE,4.5,Mid,PG,Rural,Medium,Yes,Yes,0
57.44,71.26,71.92,ICSE,59.86,2,Allen,2.7,Mid,12th,Urban,Low,No,Yes,0
99.23,56.82,84.33,State,77.52,2,FIITJEE,3.8,High,Upto 10th,Semi-Urban,Low,Yes,Yes,0
46.5,78.53,68.47,State,75.49,1,Local,7.1,Low,12th,Semi-Urban,Medium,No,No,1
63.63,56.9,70.54,CBSE,65.67,2,Local,1.3,High,12th,Urban,Low,No,No,0
77.18,88.54,82.19,CBSE,90.69,2,Local,1.4,Mid,PG,Rural,Medium,No,No,0
80.18,63.99,49.47,State,81.07,2,FIITJEE,6.2,Mid,Graduate,Urban,Medium,No,No,0
70.59,76.74,74.24,State,81.92,2,Local,3.8,Mid,Upto 10th,Urban,Medium,Yes,Yes,0
71.2,77.94,67.86,CBSE,70.13,1,Local,0.6,High,Graduate,Rural,Low,No,No,0
77.75,55.96,74.79,CBSE,74.99,2,FIITJEE,4.4,High,Upto 10th,Semi-Urban,Medium,No,Yes,0
68.77,33.14,62.2,CBSE,81.27,2,FIITJEE,4.1,Mid,12th,Rural,High,No,No,0
91.5,71.77,58.18,State,76.53,2,None,3.6,High,PG,Rural,Low,No,No,0
83.75,67.16,69.69,State,91.02,2,FIITJEE,5.9,Mid,PG,Urban,Medium,No,Yes,0
84.22,74.89,87.79,CBSE,72.96,1,Local,1.8,Mid,PG,Semi-Urban,High,No,No,1
58.47,62.38,78.33,ICSE,69.95,2,Allen,4.5,High,Graduate,Semi-Urban,High,Yes,Yes,0
70.89,59.11,61.91,ICSE,81.34,1,Local,4.1,Low,PG,Semi-Urban,Medium,Yes,Yes,0
67.79,98.14,51.91,CBSE,62.35,1,Local,4.6,Mid,PG,Urban,High,No,No,0
57.92,42.44,47.82,State,84.24,2,Local,1.0,Mid,Graduate,Urban,Medium,Yes,No,0
77.04,77.74,83.79,State,61.99,1,FIITJEE,3.5,High,Graduate,Rural,High,No,Yes,0
64.47,56.81,56.54,ICSE,81.39,2,Allen,4.5,High,PG,Rural,Low,Yes,No,0
81.18,60.63,64.09,CBSE,68.52,2,Local,5.6,High,PG,Urban,Medium,No,No,0
57.02,60.93,83.85,ICSE,79.77,2,FIITJEE,8.2,Mid,12th,Rural,High,No,Yes,0
96.07,53.15,48.63,ICSE,84.07,1,None,6.1,Low,PG,Urban,High,No,Yes,0
59.45,75.14,85.91,CBSE,76.53,1,Allen,5.4,Low,Graduate,Rural,Medium,Yes,Yes,0
75.07,88.25,64.96,ICSE,63.0,2,Allen,7.0,Low,Upto 10th,Semi-Urban,Low,Yes,No,1
83.09,73.52,54.22,State,66.03,1,FIITJEE,3.9,Mid,PG,Urban,Medium,Yes,No,0
64.01,67.65,65.03,ICSE,67.71,1,None,7.6,High,Upto 10th,Rural,High,Yes,No,0
83.93,50.22,59.33,CBSE,56.05,1,Local,6.7,Low,PG,Urban,Medium,No,Yes,0
54.79,74.27,73.29,State,86.27,1,None,3.6,Low,PG,Urban,Low,No,No,1
92.33,100.0,60.22,State,76.1,2,Allen,8.3,Low,12th,Rural,High,Yes,No,1
72.2,59.91,45.06,ICSE,63.64,2,FIITJEE,5.4,Mid,PG,Rural,Low,No,Yes,0
63.65,59.98,65.35,State,89.56,2,None,8.9,High,Graduate,Urban,Low,Yes,No,0
67.81,57.02,51.72,CBSE,67.99,1,Local,5.1,High,PG,Urban,High,No,No,0
83.32,58.17,70.45,ICSE,77.51,2,None,3.4,High,Upto 10th,Rural,Low,No,Yes,0
63.82,22.08,53.75,State,66.75,2,None,3.0,High,PG,Semi-Urban,High,Yes,No,0
61.51,72.48,62.14,CBSE,54.82,2,FIITJEE,3.8,Low,Graduate,Semi-Urban,Low,Yes,Yes,0
68.9,52.47,70.19,ICSE,61.36,1,FIITJEE,3.4,High,PG,Semi-Urban,Low,No,No,0
55.52,40.24,65.45,CBSE,70.52,1,Allen,7.0,Low,Upto 10th,Urban,High,Yes,No,1
97.49,78.05,71.01,State,83.98,1,FIITJEE,4.4,Mid,PG,Semi-Urban,Low,No,Yes,0
64.07,48.69,76.16,ICSE,78.47,2,None,1.3,Mid,12th,Urban,Low,No,No,0
83.64,60.58,54.1,ICSE,76.4,2,Local,4.9,Mid,PG,Rural,Low,No,No,0
74.93,89.46,67.23,State,54.9,2,Allen,4.8,High,Upto 10th,Semi-Urban,Medium,No,Yes,0
58.22,43.45,28.05,CBSE,87.7,1,FIITJEE,3.6,High,Upto 10th,Rural,Low,No,No,0
71.92,41.48,70.97,State,77.24,2,None,5.0,Low,Upto 10th,Semi-Urban,Medium,No,Yes,0
82.98,70.31,64.39,ICSE,73.81,1,None,4.4,High,12th,Semi-Urban,High,No,Yes,0
69.36,84.39,56.2,ICSE,86.32,1,Allen,5.8,Mid,PG,Rural,High,No,No,0
88.7,40.81,71.79,State,87.47,1,Allen,5.6,High,Upto 10th,Rural,High,Yes,No,0
86.3,72.52,82.07,CBSE,86.55,2,FIITJEE,5.2,Low,12th,Urban,Medium,No,No,1
84.86,75.3,62.29,State,72.53,1,FIITJEE,1.9,Mid,12th,Rural,High,No,Yes,1
65.56,33.05,56.66,CBSE,64.97,2,Local,8.7,Mid,Upto 10th,Urban,High,No,Yes,0
56.88,78.78,69.98,CBSE,84.89,1,Allen,1.4,Low,Graduate,Urban,Low,Yes,Yes,0
63.41,80.03,51.97,ICSE,61.35,2,Allen,4.2,Mid,PG,Rural,Medium,No,Yes,0
74.75,61.01,60.08,CBSE,94.47,1,None,2.3,Low,Upto 10th,Semi-Urban,Medium,Yes,No,1
79.64,86.04,82.67,ICSE,75.28,2,Local,5.3,Low,PG,Semi-Urban,Medium,Yes,No,1
41.6,84.18,68.75,CBSE,64.39,2,FIITJEE,4.8,High,12th,Semi-Urban,High,Yes,Yes,0
71.89,67.65,45.45,CBSE,62.68,1,Local,4.2,Mid,PG,Rural,Medium,No,Yes,0
74.21,58.78,46.44,ICSE,62.22,2,Local,7.5,High,Graduate,Semi-Urban,High,No,Yes,0
68.11,50.43,69.95,CBSE,76.4,2,None,6.7,High,PG,Urban,High,No,No,0
90.08,65.4,78.35,State,74.94,1,Allen,3.8,Low,Upto 10th,Rural,High,No,No,1
77.9,75.12,48.59,CBSE,62.64,1,Allen,6.1,Low,Upto 10th,Urban,High,Yes,No,1
90.34,60.81,73.4,ICSE,71.44,2,Allen,7.6,High,Upto 10th,Semi-Urban,Low,No,Yes,0
68.98,30.84,83.96,ICSE,61.32,1,FIITJEE,6.7,Low,PG,Semi-Urban,Medium,Yes,Yes,0
85.12,86.3,90.65,State,80.89,2,Allen,4.2,Mid,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
94.89,69.04,71.97,CBSE,74.45,1,Local,1.3,Mid,PG,Urban,High,No,No,1
90.36,59.93,74.08,State,71.22,1,Local,5.1,High,PG,Semi-Urban,High,No,No,0
56.71,79.71,42.4,CBSE,62.12,1,Allen,5.8,Mid,Upto 10th,Urban,High,Yes,Yes,0
68.45,90.39,93.2,State,72.0,2,Local,3.0,High,Graduate,Rural,Low,Yes,Yes,0
67.17,21.17,61.09,ICSE,70.85,1,FIITJEE,4.5,Mid,Upto 10th,Rural,High,No,No,0
78.85,72.95,56.8,ICSE,78.18,2,Allen,4.3,Low,12th,Rural,Medium,No,Yes,0
81.61,43.17,64.94,State,76.67,2,FIITJEE,7.3,Mid,12th,Semi-Urban,Medium,No,No,0
60.26,73.99,86.14,CBSE,82.92,1,Allen,8.2,Low,Graduate,Urban,Low,Yes,Yes,0
72.95,68.05,94.5,CBSE,70.15,1,FIITJEE,6.9,High,12th,Semi-Urban,High,Yes,Yes,0
43.72,76.17,69.5,ICSE,56.4,1,FIITJEE,4.3,Mid,Graduate,Rural,Medium,Yes,Yes,0
92.19,58.01,79.98,CBSE,84.91,1,FIITJEE,6.8,Low,PG,Rural,Low,Yes,No,1
64.83,36.03,68.52,State,65.64,1,Local,5.8,Low,12th,Semi-Urban,Medium,No,No,1
72.78,58.79,55.55,State,63.93,2,FIITJEE,4.4,High,Graduate,Semi-Urban,Low,No,Yes,0
67.66,72.51,85.72,CBSE,74.57,1,None,8.7,High,Upto 10th,Semi-Urban,High,No,Yes,0
88.04,82.25,60.53,ICSE,78.02,2,FIITJEE,3.0,Mid,12th,Urban,Medium,No,No,0
32.27,47.25,86.43,ICSE,69.69,2,FIITJEE,5.7,Mid,12th,Semi-Urban,Medium,No,No,0
71.77,82.43,83.58,ICSE,69.61,1,FIITJEE,6.2,Mid,Graduate,Rural,High,No,Yes,0
70.52,55.63,75.37,ICSE,71.09,1,FIITJEE,3.9,Low,PG,Rural,High,Yes,No,1
65.65,71.8,89.95,ICSE,89.17,2,Allen,5.6,High,Graduate,Urban,Low,No,Yes,0
96.17,57.84,94.79,State,74.97,2,Local,6.4,Mid,Graduate,Semi-Urban,High,Yes,Yes,0
59.58,68.91,65.9,CBSE,65.32,1,Local,5.0,Mid,12th,Urban,Medium,No,No,0
82.81,80.27,58.29,State,65.42,2,Local,5.4,Low,Graduate,Semi-Urban,Medium,No,No,1
76.99,46.37,45.63,ICSE,72.49,2,Allen,4.7,Mid,Upto 10th,Rural,High,No,No,0
89.66,55.12,94.94,ICSE,77.38,2,FIITJEE,6.1,Low,Graduate,Semi-Urban,High,Yes,Yes,0
62.66,68.96,62.72,CBSE,79.84,1,FIITJEE,4.0,Low,Upto 10th,Semi-Urban,High,Yes,No,1
61.74,100.0,81.62,CBSE,76.24,2,Local,3.9,High,Upto 10th,Rural,High,Yes,Yes,0
87.34,52.19,59.1,CBSE,66.58,2,None,4.5,Low,Graduate,Rural,Medium,No,No,1
77.95,98.64,86.46,State,70.76,2,FIITJEE,6.9,High,PG,Rural,Low,Yes,No,0
